timestamp,log_type,message
0,Exception,NullReferenceException: Object reference not set to an instance of an object
0,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0,Exception,NullReferenceException: Object reference not set to an instance of an object
0,Exception,NullReferenceException: Object reference not set to an instance of an object
0,Log,Loaded: H:\pendulums\P01_participant_list.csv
0.02,Exception,NullReferenceException: Object reference not set to an instance of an object
0.02,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.02,Exception,NullReferenceException: Object reference not set to an instance of an object
0.02,Exception,NullReferenceException: Object reference not set to an instance of an object
0.04,Exception,NullReferenceException: Object reference not set to an instance of an object
0.04,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.04,Exception,NullReferenceException: Object reference not set to an instance of an object
0.04,Exception,NullReferenceException: Object reference not set to an instance of an object
0.06,Exception,NullReferenceException: Object reference not set to an instance of an object
0.06,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.06,Exception,NullReferenceException: Object reference not set to an instance of an object
0.06,Exception,NullReferenceException: Object reference not set to an instance of an object
0.08,Exception,NullReferenceException: Object reference not set to an instance of an object
0.08,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.08,Exception,NullReferenceException: Object reference not set to an instance of an object
0.08,Exception,NullReferenceException: Object reference not set to an instance of an object
0.09999999,Exception,NullReferenceException: Object reference not set to an instance of an object
0.09999999,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.09999999,Exception,NullReferenceException: Object reference not set to an instance of an object
0.09999999,Exception,NullReferenceException: Object reference not set to an instance of an object
0.12,Exception,NullReferenceException: Object reference not set to an instance of an object
0.12,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.12,Exception,NullReferenceException: Object reference not set to an instance of an object
0.12,Exception,NullReferenceException: Object reference not set to an instance of an object
0.14,Exception,NullReferenceException: Object reference not set to an instance of an object
0.14,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.14,Exception,NullReferenceException: Object reference not set to an instance of an object
0.14,Exception,NullReferenceException: Object reference not set to an instance of an object
0.16,Exception,NullReferenceException: Object reference not set to an instance of an object
0.16,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.16,Exception,NullReferenceException: Object reference not set to an instance of an object
0.16,Exception,NullReferenceException: Object reference not set to an instance of an object
0.18,Exception,NullReferenceException: Object reference not set to an instance of an object
0.18,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.18,Exception,NullReferenceException: Object reference not set to an instance of an object
0.18,Exception,NullReferenceException: Object reference not set to an instance of an object
0.2,Exception,NullReferenceException: Object reference not set to an instance of an object
0.2,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.2,Exception,NullReferenceException: Object reference not set to an instance of an object
0.2,Exception,NullReferenceException: Object reference not set to an instance of an object
0.22,Exception,NullReferenceException: Object reference not set to an instance of an object
0.22,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.22,Exception,NullReferenceException: Object reference not set to an instance of an object
0.22,Exception,NullReferenceException: Object reference not set to an instance of an object
0.24,Exception,NullReferenceException: Object reference not set to an instance of an object
0.24,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.24,Exception,NullReferenceException: Object reference not set to an instance of an object
0.24,Exception,NullReferenceException: Object reference not set to an instance of an object
0.26,Exception,NullReferenceException: Object reference not set to an instance of an object
0.26,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.26,Exception,NullReferenceException: Object reference not set to an instance of an object
0.26,Exception,NullReferenceException: Object reference not set to an instance of an object
0.28,Exception,NullReferenceException: Object reference not set to an instance of an object
0.28,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.28,Exception,NullReferenceException: Object reference not set to an instance of an object
0.28,Exception,NullReferenceException: Object reference not set to an instance of an object
0.3,Exception,NullReferenceException: Object reference not set to an instance of an object
0.3,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.3,Exception,NullReferenceException: Object reference not set to an instance of an object
0.3,Exception,NullReferenceException: Object reference not set to an instance of an object
0.32,Exception,NullReferenceException: Object reference not set to an instance of an object
0.32,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.32,Exception,NullReferenceException: Object reference not set to an instance of an object
0.32,Exception,NullReferenceException: Object reference not set to an instance of an object
0.34,Exception,NullReferenceException: Object reference not set to an instance of an object
0.34,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.34,Exception,NullReferenceException: Object reference not set to an instance of an object
0.34,Exception,NullReferenceException: Object reference not set to an instance of an object
0.36,Exception,NullReferenceException: Object reference not set to an instance of an object
0.36,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.36,Exception,NullReferenceException: Object reference not set to an instance of an object
0.36,Exception,NullReferenceException: Object reference not set to an instance of an object
0.38,Exception,NullReferenceException: Object reference not set to an instance of an object
