timestamp,log_type,message
0,Log,0
0,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0,Log,0
0,Log,0
0,Log,Loaded: H:\pendulums\P01_participant_list.csv
0.02,Log,0
0.02,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.02,Log,0
0.02,Log,0
0.04,Log,0
0.04,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.04,Log,0
0.04,Log,0
0.06,Log,0
0.06,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.06,Log,0
0.06,Log,0
0.08,Log,0
0.08,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.08,Log,0
0.08,Log,0
0.09999999,Log,0
0.09999999,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.09999999,Log,0
0.09999999,Log,0
0.12,Log,0
0.12,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.12,Log,0
0.12,Log,0
0.14,Log,0
0.14,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.14,Log,0
0.14,Log,0
0.16,Log,0
0.16,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.16,Log,0
0.16,Log,0
0.18,Log,0
0.18,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.18,Log,0
0.18,Log,0
0.2,Log,0
0.2,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.2,Log,0
0.2,Log,0
0.22,Log,0
0.22,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.22,Log,0
0.22,Log,0
0.24,Log,0
0.24,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.24,Log,0
0.24,Log,0
0.26,Log,0
0.26,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.26,Log,0
0.26,Log,0
0.28,Log,0
0.28,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.28,Log,0
0.28,Log,0
0.3,Log,0
0.3,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.3,Log,0
0.3,Log,0
0.32,Log,0
0.32,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.32,Log,0
0.32,Log,0
0.34,Log,0
0.34,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.34,Log,0
0.34,Log,0
0.36,Log,0
0.36,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.36,Log,0
0.36,Log,0
0.38,Log,0
0.38,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.38,Log,0
0.38,Log,0
0.4,Log,0
0.4,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.4,Log,0
0.4,Log,0
0.42,Log,0
0.42,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.42,Log,0
0.42,Log,0
0.44,Log,0
0.44,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.44,Log,0
0.44,Log,0
0.46,Log,0
0.46,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.46,Log,0
0.46,Log,0
0.48,Log,0
0.48,Exception,IndexOutOfRangeException: Index was outside the bounds of the array.
0.48,Log,0
0.48,Log,0
0.5,Log,0
